mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,lat,lon,depth,quake_id
1.29,"10 km NW of The Geysers, CA",1717555012240,1717555109207,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016477,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016477.geojson,,,,,automatic,0,26,nc,75016477,",nc75016477,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.002945,0.02,85.0,md,earthquake,"M 1.3 - 10 km NW of The Geysers, CA",38.8396682739258,-122.838996887207,1.52999997138977,nc75016477
0.78,"2 km NNE of The Geysers, CA",1717554534760,1717554630000,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016472,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016472.geojson,,,,,automatic,0,9,nc,75016472,",nc75016472,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.01133,0.03,145.0,md,earthquake,"M 0.8 - 2 km NNE of The Geysers, CA",38.7928352355957,-122.749168395996,2.36999988555908,nc75016472
5.6,"175 km W of Bengkulu, Indonesia",1717554026630,1717561547887,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqdw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqdw.geojson,,,5.856,green,reviewed,0,482,us,7000mqdw,",us7000mqdw,",",us,",",losspager,origin,phase-data,shakemap,",110.0,2.366,0.81,35.0,mww,earthquake,"M 5.6 - 175 km W of Bengkulu, Indonesia",-3.6267,100.6991,10.187,us7000mqdw
0.7,"66 km WNW of Tyonek, Alaska",1717553979131,1717554067958,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02477ooid5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02477ooid5.geojson,,,,,automatic,0,8,ak,02477ooid5,",ak02477ooid5,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 0.7 - 66 km WNW of Tyonek, Alaska",61.279,-152.2979,6.0,ak02477ooid5
1.36,"40 km NE of Big Bear City, CA",1717553796490,1717554663201,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614415,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614415.geojson,,,,,automatic,0,28,ci,40614415,",ci40614415,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.1429,0.14,69.0,ml,earthquake,"M 1.4 - 40 km NE of Big Bear City, CA",34.4766667,-116.5026667,2.28,ci40614415
5.3,"27 km ENE of Ambunti, Papua New Guinea",1717553759959,1717554652040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqdv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqdv.geojson,,,,,reviewed,0,432,us,7000mqdv,",us7000mqdv,",",us,",",origin,phase-data,",60.0,2.824,0.89,41.0,mb,earthquake,"M 5.3 - 27 km ENE of Ambunti, Papua New Guinea",-4.1113,143.0441,61.423,us7000mqdv
2.12,"16 km S of Honaunau-Napoopoo, Hawaii",1717553191270,1717553350110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74262601,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74262601.geojson,,,,,automatic,0,69,hv,74262601,",hv74262601,",",hv,",",origin,phase-data,",37.0,0.04475,0.25,194.0,ml,earthquake,"M 2.1 - 16 km S of Honaunau-Napoopoo, Hawaii",19.3071670532227,-155.858505249023,4.1100001335144,hv74262601
2.05,"7 km SW of Volcano, Hawaii",1717552602210,1717552759470,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74262596,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74262596.geojson,,,,,automatic,0,65,hv,74262596,",hv74262596,",",hv,",",origin,phase-data,",15.0,0.002975,0.109999999,73.0,ml,earthquake,"M 2.1 - 7 km SW of Volcano, Hawaii",19.3894996643066,-155.281326293945,0.00999999977648258,hv74262596
1.4,"28 km NW of Valdez, Alaska",1717551425795,1717551549107,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02477o6v2r,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02477o6v2r.geojson,,,,,automatic,0,30,ak,02477o6v2r,",ak02477o6v2r,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.4 - 28 km NW of Valdez, Alaska",61.2865,-146.7763,17.8,ak02477o6v2r
2.2,"41 km NW of Toyah, Texas",1717550755627,1717551962402,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kzdi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kzdi.geojson,,,,,automatic,0,74,tx,2024kzdi,",tx2024kzdi,",",tx,",",origin,phase-data,",18.0,0.0,0.2,71.0,ml,earthquake,"M 2.2 - 41 km NW of Toyah, Texas",31.535,-104.147,4.2596,tx2024kzdi
0.7,"77 km WNW of Nikiski, Alaska",1717550308955,1717550456503,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02477o2u9b,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02477o2u9b.geojson,,,,,automatic,0,8,ak,02477o2u9b,",ak02477o2u9b,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 0.7 - 77 km WNW of Nikiski, Alaska",60.891,-152.6478,16.1,ak02477o2u9b
1.32,"6 km WNW of Cobb, CA",1717550061980,1717550159482,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016457,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016457.geojson,,,,,automatic,0,27,nc,75016457,",nc75016457,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.01293,0.03,50.0,md,earthquake,"M 1.3 - 6 km WNW of Cobb, CA",38.8250007629395,-122.787666320801,0.629999995231628,nc75016457
0.77,"6 km NW of The Geysers, CA",1717549895300,1717549994384,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016452,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016452.geojson,,,,,automatic,0,9,nc,75016452,",nc75016452,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.0127,0.02,103.0,md,earthquake,"M 0.8 - 6 km NW of The Geysers, CA",38.8058319091797,-122.811332702637,2.1800000667572,nc75016452
1.25,"7 km WNW of Cobb, CA",1717549303220,1717549399561,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016447,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016447.geojson,,,,,automatic,0,24,nc,75016447,",nc75016447,",",nc,",",nearby-cities,origin,phase-data,",23.0,0.007147,0.02,73.0,md,earthquake,"M 1.3 - 7 km WNW of Cobb, CA",38.836498260498,-122.799163818359,2.03999996185303,nc75016447
1.94,"6 km NW of The Geysers, CA",1717549201060,1717549394090,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016442,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016442.geojson,,,,,automatic,0,58,nc,75016442,",nc75016442,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",32.0,0.01158,0.04,56.0,md,earthquake,"M 1.9 - 6 km NW of The Geysers, CA",38.8056678771973,-122.809829711914,1.79999995231628,nc75016442
1.04,"6 km NW of The Geysers, CA",1717549172570,1717549269435,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016437,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016437.geojson,,,,,automatic,0,17,nc,75016437,",nc75016437,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.01181,0.03,56.0,md,earthquake,"M 1.0 - 6 km NW of The Geysers, CA",38.8058319091797,-122.810165405273,1.91999995708466,nc75016437
3.02,"50 km WNW of Petrolia, CA",1717549084680,1717549715040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016432,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016432.geojson,,,,,automatic,0,140,nc,75016432,",nc75016432,us7000mqdj,",",nc,us,",",nearby-cities,origin,phase-data,",30.0,0.4078,0.22,269.0,ml,earthquake,"M 3.0 - 50 km WNW of Petrolia, CA",40.3549995422363,-124.868835449219,17.75,nc75016432
2.27,"3 km WSW of Guánica, Puerto Rico",1717548783620,1717549912380,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71451523,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71451523.geojson,,,,,reviewed,0,79,pr,71451523,",pr71451523,",",pr,",",origin,phase-data,",12.0,0.03073,0.08,199.0,md,earthquake,"M 2.3 - 3 km WSW of Guánica, Puerto Rico",17.9616666666667,-66.939,9.6,pr71451523
2.5,"9 km S of Franklin, Canada",1717548679175,1717559754945,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqdi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqdi.geojson,71.0,3.8,,,reviewed,0,123,us,7000mqdi,",us7000mqdi,",",us,",",dyfi,origin,phase-data,",31.0,0.571,0.4,48.0,mb_lg,earthquake,"M 2.5 - 9 km S of Franklin, Canada",44.9442,-73.9223,7.528,us7000mqdi
0.77,"6 km NW of The Geysers, CA",1717548484400,1717548579314,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016422,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016422.geojson,,,,,automatic,0,9,nc,75016422,",nc75016422,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.01296,0.02,60.0,md,earthquake,"M 0.8 - 6 km NW of The Geysers, CA",38.8051681518555,-122.811500549316,2.02999997138977,nc75016422
2.31,"6 km SSW of Indios, Puerto Rico",1717548246200,1717549561110,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71451518,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71451518.geojson,,,,,reviewed,0,82,pr,71451518,",pr71451518,",",pr,",",origin,phase-data,",6.0,0.04893,0.07,217.0,md,earthquake,"M 2.3 - 6 km SSW of Indios, Puerto Rico",17.9415,-66.8416666666667,14.8,pr71451518
1.29,"6 km NW of The Geysers, CA",1717548193040,1717548289452,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016417,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016417.geojson,,,,,automatic,0,26,nc,75016417,",nc75016417,",",nc,",",nearby-cities,origin,phase-data,",31.0,0.01229,0.03,58.0,md,earthquake,"M 1.3 - 6 km NW of The Geysers, CA",38.8053321838379,-122.810668945312,1.91999995708466,nc75016417
0.95,"7 km NW of The Geysers, CA",1717547771050,1717547868324,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016407,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016407.geojson,,,,,automatic,0,14,nc,75016407,",nc75016407,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.009023,0.02,64.0,md,earthquake,"M 1.0 - 7 km NW of The Geysers, CA",38.8165016174316,-122.822998046875,2.04999995231628,nc75016407
2.3,"45 km W of Mentone, Texas",1717547760852,1717575999829,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kzbr,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kzbr.geojson,,,,,reviewed,0,81,tx,2024kzbr,",tx2024kzbr,",",tx,",",origin,phase-data,",16.0,0.0,0.1,43.0,ml,earthquake,"M 2.3 - 45 km W of Mentone, Texas",31.687,-104.074,6.0486,tx2024kzbr
1.03,"13 km WNW of Anza, CA",1717546810170,1717547199554,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614383,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614383.geojson,,,,,automatic,0,16,ci,40614383,",ci40614383,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.0382,0.15,34.0,ml,earthquake,"M 1.0 - 13 km WNW of Anza, CA",33.58,-116.8068333,7.64,ci40614383
1.28,"6 km NW of The Geysers, CA",1717546500520,1717546597872,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016402,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016402.geojson,,,,,automatic,0,25,nc,75016402,",nc75016402,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.009066,0.07,139.0,md,earthquake,"M 1.3 - 6 km NW of The Geysers, CA",38.8089981079102,-122.806831359863,12.0100002288818,nc75016402
2.0,"4 km WNW of Happy Valley, Alaska",1717545773484,1717545906946,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02477ne10q,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02477ne10q.geojson,,,,,automatic,0,62,ak,02477ne10q,",ak02477ne10q,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 2.0 - 4 km WNW of Happy Valley, Alaska",59.9655,-151.8052,41.1,ak02477ne10q
1.07,"7 km NNW of The Geysers, CA",1717545447940,1717545542959,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016392,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016392.geojson,,,,,automatic,0,18,nc,75016392,",nc75016392,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.003726,0.02,74.0,md,earthquake,"M 1.1 - 7 km NNW of The Geysers, CA",38.8231658935547,-122.814834594727,1.91999995708466,nc75016392
1.7,"21 km S of Larsen Bay, Alaska",1717545317657,1717545473858,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476duxp1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476duxp1.geojson,,,,,automatic,0,44,ak,02476duxp1,",ak02476duxp1,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.7 - 21 km S of Larsen Bay, Alaska",57.3462,-154.0441,13.7,ak02476duxp1
2.58,"5 km SW of La Parguera, Puerto Rico",1717545073960,1717545633950,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71451503,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71451503.geojson,,,,,reviewed,0,102,pr,71451503,",pr71451503,",",pr,",",origin,phase-data,",7.0,0.04909,0.06,262.0,md,earthquake,"M 2.6 - 5 km SW of La Parguera, Puerto Rico",17.936,-67.0821666666667,7.58,pr71451503
1.35,"2 km ENE of Berkeley, CA",1717544980510,1717545077903,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016387,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016387.geojson,,,,,automatic,0,28,nc,75016387,",nc75016387,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.007032,0.03,71.0,md,earthquake,"M 1.4 - 2 km ENE of Berkeley, CA",37.8811683654785,-122.256500244141,8.77999973297119,nc75016387
-0.12,"62 km ENE of Pedro Bay, Alaska",1717544591570,1717557974860,,https://earthquake.usgs.gov/earthquakes/eventpage/av93150621,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93150621.geojson,,,,,reviewed,0,0,av,93150621,",av93150621,",",av,",",origin,phase-data,",6.0,0.03525,0.31,114.0,ml,earthquake,"M -0.1 - 62 km ENE of Pedro Bay, Alaska",60.025,-153.091,-2.97,av93150621
0.15,"87 km NNW of Karluk, Alaska",1717544255010,1717559296080,,https://earthquake.usgs.gov/earthquakes/eventpage/av93010389,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93010389.geojson,,,,,reviewed,0,0,av,93010389,",av93010389,",",av,",",origin,phase-data,",6.0,0.1009,0.27,140.0,ml,earthquake,"M 0.2 - 87 km NNW of Karluk, Alaska",58.3141666666667,-154.940833333333,15.02,av93010389
1.2,"4 km W of Cobb, CA",1717544213290,1717544311801,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016382,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016382.geojson,,,,,automatic,0,22,nc,75016382,",nc75016382,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.009701,0.01,119.0,md,earthquake,"M 1.2 - 4 km W of Cobb, CA",38.8216667175293,-122.764663696289,2.1800000667572,nc75016382
1.35,"4 km WNW of Hollister, CA",1717544140970,1717544236708,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016372,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016372.geojson,,,,,automatic,0,28,nc,75016372,",nc75016372,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.05247,0.03,104.0,md,earthquake,"M 1.4 - 4 km WNW of Hollister, CA",36.8520011901855,-121.438003540039,5.63000011444092,nc75016372
0.33,"70 km W of Salamatof, Alaska",1717543633030,1717558507460,,https://earthquake.usgs.gov/earthquakes/eventpage/av93010379,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93010379.geojson,,,,,reviewed,0,2,av,93010379,",av93010379,",",av,",",origin,phase-data,",7.0,0.0425,0.16,272.0,ml,earthquake,"M 0.3 - 70 km W of Salamatof, Alaska",60.578,-152.6065,13.2,av93010379
1.5,"5 km NW of Boron, CA",1717543591290,1717544124103,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614359,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614359.geojson,1.0,2.0,,,automatic,0,35,ci,40614359,",ci40614359,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",41.0,0.09679,0.23,37.0,ml,earthquake,"M 1.5 - 5 km NW of Boron, CA",35.0308333,-117.6835,-0.84,ci40614359
0.65,"15 km NNW of Ocotillo Wells, CA",1717543506320,1717543862720,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614343,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614343.geojson,,,,,automatic,0,6,ci,40614343,",ci40614343,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.08539,0.2,50.0,ml,earthquake,"M 0.7 - 15 km NNW of Ocotillo Wells, CA",33.2678333,-116.2051667,11.28,ci40614343
4.8,Fiji region,1717543140212,1717544197040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqd3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqd3.geojson,,,,,reviewed,0,354,us,7000mqd3,",us7000mqd3,",",us,",",origin,phase-data,",76.0,3.806,0.81,78.0,mb,earthquake,M 4.8 - Fiji region,-21.8568,-179.225,567.274,us7000mqd3
1.3,"4 km E of Ninilchik, Alaska",1717542778026,1717542976929,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476dlt0q,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476dlt0q.geojson,,,,,automatic,0,26,ak,02476dlt0q,",ak02476dlt0q,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.3 - 4 km E of Ninilchik, Alaska",60.0438,-151.5942,46.0,ak02476dlt0q
1.09,"7 km NW of The Geysers, CA",1717542505170,1717542602969,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75016367,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75016367.geojson,,,,,automatic,0,18,nc,75016367,",nc75016367,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.004128,0.03,58.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA",38.8121681213379,-122.825996398926,1.82000005245209,nc75016367
1.3,"14 km WNW of Two Rivers, Alaska",1717542120424,1717542234766,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476djjey,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476djjey.geojson,,,,,automatic,0,26,ak,02476djjey,",ak02476djjey,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.3 - 14 km WNW of Two Rivers, Alaska",64.9438,-147.2911,0.0,ak02476djjey
1.6,"58 km S of Whites City, New Mexico",1717541713558,1717542157284,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kyyj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kyyj.geojson,,,,,automatic,0,39,tx,2024kyyj,",tx2024kyyj,",",tx,",",origin,phase-data,",17.0,0.1,0.3,69.0,ml,earthquake,"M 1.6 - 58 km S of Whites City, New Mexico",31.654,-104.329,3.7501,tx2024kyyj
4.5,"23 km SSW of Khanabad, Afghanistan",1717541412033,1717543117040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqcw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqcw.geojson,,,,,reviewed,0,312,us,7000mqcw,",us7000mqcw,",",us,",",origin,phase-data,",49.0,1.959,1.05,104.0,mb,earthquake,"M 4.5 - 23 km SSW of Khanabad, Afghanistan",36.4767,69.0401,10.0,us7000mqcw
4.6,"178 km NNE of Colonia, Micronesia",1717540498508,1717544929040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqd0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqd0.geojson,,,,,reviewed,0,326,us,7000mqd0,",us7000mqd0,",",us,",",origin,phase-data,",43.0,13.627,0.42,141.0,mb,earthquake,"M 4.6 - 178 km NNE of Colonia, Micronesia",11.0477,138.6501,10.0,us7000mqd0
1.21,"60 km WSW of Adak, Alaska",1717539937370,1717556963470,,https://earthquake.usgs.gov/earthquakes/eventpage/av93150551,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93150551.geojson,,,,,reviewed,0,23,av,93150551,",av93150551,",",av,",",origin,phase-data,",10.0,0.1541,0.23,198.0,ml,earthquake,"M 1.2 - 60 km WSW of Adak, Alaska",51.7316666666667,-177.478333333333,1.24,av93150551
2.2,"4 km WSW of Seldovia, Alaska",1717539695544,1717539851076,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476d294i,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476d294i.geojson,,,,,automatic,0,74,ak,02476d294i,",ak02476d294i,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 2.2 - 4 km WSW of Seldovia, Alaska",59.4293,-151.787,35.7,ak02476d294i
0.85,"4 km WNW of Borrego Springs, CA",1717539595780,1717541635465,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614271,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614271.geojson,,,,,reviewed,0,11,ci,40614271,",ci40614271,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.00372,0.23,35.0,ml,earthquake,"M 0.9 - 4 km WNW of Borrego Springs, CA",33.2653333,-116.42,5.71,ci40614271
1.5,"13 km SE of Girdwood, Alaska",1717539271482,1717539396491,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476d0qss,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476d0qss.geojson,,,,,automatic,0,35,ak,02476d0qss,",ak02476d0qss,",",ak,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 1.5 - 13 km SE of Girdwood, Alaska",60.8602,-148.9938,6.3,ak02476d0qss
1.2,"72 km E of Cantwell, Alaska",1717539089380,1717539614965,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02476d03hm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak02476d03hm.geojson,,,,,automatic,0,22,ak,02476d03hm,",ak02476d03hm,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.2 - 72 km E of Cantwell, Alaska",63.4696,-147.5151,34.1,ak02476d03hm
4.0,"45 km SW of Jurm, Afghanistan",1717538917770,1717539910040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqcm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000mqcm.geojson,,,,,reviewed,0,246,us,7000mqcm,",us7000mqcm,",",us,",",origin,phase-data,",23.0,2.309,0.53,89.0,mb,earthquake,"M 4.0 - 45 km SW of Jurm, Afghanistan",36.5228,70.5439,160.851,us7000mqcm
2.82,"4 km SSE of Highland Park, CA",1717538742070,1717569556958,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40614255,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40614255.geojson,242.0,4.3,2.797,,reviewed,0,226,ci,40614255,",ci40614255,us7000mqcl,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",120.0,0.03259,0.19,23.0,ml,earthquake,"M 2.8 - 4 km SSE of Highland Park, CA",34.0855,-118.1803333,10.37,ci40614255
